date,TX_C_city_mean,TN_C_city_mean,RR_mm_city_mean,PP_hPa_city_mean,FG_ms_city_mean,NDVI_city,TX_C_city_mean_anom,TN_C_city_mean_anom,NDVI_city_anom,ERA5_t2m_max_C,ERA5_tp_m,ERA5_u10_ms,ERA5_v10_ms,ERA5_t2m_min_C,ERA5_t2m_max_C_anom
2020-01-01,13.029032258064516,-0.4021505376344085,0.3736263736263736,1026.3266666666666,0.951948051948052,,-7.497440214642845,-8.558342555715223,,11.437592,3.2236176e-07,-0.50311935,-0.20598412,3.4375916,1.2544327
2020-01-02,12.129032258064514,-0.7182795698924731,0.3736263736263736,1025.3433333333337,1.0753246753246752,,-8.397440214642847,-8.874471587973288,,9.301971,6.9662923e-07,-0.7442603,-0.12390518,1.3019714,-0.88118744
2020-01-03,7.856989247311828,-0.2827956989247311,0.1428571428571428,1028.4566666666667,1.5376623376623375,,-12.669483225395531,-8.438987717005546,,9.165497,1.2146311e-06,-0.5488031,-0.39897856,1.1654968,-1.017662
2020-01-04,9.11720430107527,-0.467741935483871,0.0879120879120879,1029.13,2.135064935064935,,-11.40926817163209,-8.623933953564686,,10.44165,9.207917e-07,-1.1032616,-1.8610157,2.4416504,0.25849152
2020-01-05,9.881720430107526,-1.3075268817204304,0.1978021978021978,1025.0233333333333,1.018181818181818,,-10.644752042599835,-9.463718899801243,,11.763184,6.479968e-07,-0.5096033,-0.4196135,3.7631836,1.5800247
2020-01-06,11.896774193548389,-1.060215053763441,0.4725274725274725,1024.4800000000002,0.9907894736842104,,-8.629698279158973,-9.216407071844255,,11.032623,5.7006713e-07,-0.5515531,-0.4691944,3.0326233,0.8494644
2020-01-07,12.024731182795698,-0.8634408602150537,0.1538461538461538,1026.87,1.05974025974026,,-8.501741289911664,-9.019632878295868,,11.766022,3.551443e-08,-0.3193612,-0.38106093,3.7660217,1.5828629
2020-01-08,13.554838709677425,-0.543010752688172,0.1758241758241758,1024.3100000000002,0.985714285714286,,-6.9716337630299385,-8.699202770768986,,13.393585,0.0,-0.6023992,-0.5802498,5.393585,3.2104263
2020-01-09,12.58315789473684,0.4526315789473684,0.3076923076923077,1021.6566666666666,2.1455696202531644,,-7.94331457797052,-7.703560439133446,,11.489227,2.1619104e-07,-0.09820048,0.31643233,3.4892273,1.3060684
2020-01-10,9.41157894736842,-0.2894736842105263,0.0439560439560439,1024.193103448276,2.7187500000000004,,-11.11489352533894,-8.44566570229134,,10.300751,2.0784637e-06,-0.22024281,-2.2662544,2.3007507,0.11759186
2020-01-11,9.438541666666667,-2.4125,0.0434782608695652,1027.1833333333334,1.2175,,-11.087930806040694,-10.568692018080814,,10.068573,1.3286869e-07,-0.124601364,-0.7310975,2.068573,-0.11458588
2020-01-12,9.875,-3.305263157894737,0.2391304347826087,1026.0633333333333,1.097435897435897,,-10.65147247270736,-11.461455175975551,,8.856598,0.0,-0.28780982,-0.034852386,0.8565979,-1.326561
2020-01-13,8.995833333333334,-2.7906250000000004,0.2826086956521739,1021.5166666666668,1.5775,,-11.530639139374028,-10.946817018080814,,6.8875427,4.664064e-07,-0.25136438,0.5883904,-1.1124573,-3.2956161
2020-01-14,8.962500000000002,-2.263541666666667,7.9021739130434785,1017.69,2.085,,-11.56397247270736,-10.41973368474748,,7.2989197,4.0785721e-07,0.067269646,1.0379009,-0.7010803,-2.8842392
2020-01-15,9.253125,3.2739583333333333,34.20879120879121,1018.7533333333336,2.7212500000000004,,-11.27334747270736,-4.882233684747481,,8.863251,5.7811663e-05,-0.13658778,0.9663221,0.86325073,-1.3199081
2020-01-16,12.439583333333331,5.211458333333334,11.791208791208792,1019.9933333333332,3.585000000000001,,-8.086889139374028,-2.9447336847474803,,11.750122,6.97213e-05,0.38087428,1.3298529,3.750122,1.5669632
2020-01-17,10.923157894736844,3.4457446808510643,26.471910112359552,1023.6172413793104,2.69493670886076,,-9.603314577970515,-4.71044733722975,,11.748016,2.4281291e-05,1.8763738,1.0040885,3.7480164,1.5648575
2020-01-18,10.150000000000002,3.5446808510638297,36.71111111111111,1019.3206896551724,3.5089743589743594,,-10.37647247270736,-4.611511167016984,,8.828796,0.0010617196,0.6345664,1.4815513,0.8287964,-1.3543625
2020-01-19,7.68494623655914,0.6301075268817206,3.258426966292135,1018.3821428571428,6.102597402597403,,-12.84152623614822,-7.526084491199094,,8.302673,0.00024231493,-0.53000134,-3.9961917,0.30267334,-1.8804855
2020-01-20,4.352747252747252,-1.221978021978022,8.454545454545455,1019.603846153846,5.71578947368421,,-16.173725219960108,-9.378170040058835,,5.7568665,0.0010691759,-2.6579874,-4.7271404,-2.2431335,-4.4262924
2020-01-21,5.908695652173915,0.7684782608695654,24.89887640449438,1015.1407407407409,5.392105263157895,,-14.617776820533448,-7.387713757211249,,7.087677,0.0019632725,-3.4489567,-4.111673,-0.912323,-3.0954819
2020-01-22,8.669148936170213,2.6957446808510643,15.719101123595506,1012.886206896552,3.2620253164556963,,-11.857323536537148,-5.46044733722975,,8.258392,0.0031349445,-1.9931964,-2.0139074,0.25839233,-1.9247665
2020-01-23,8.835106382978724,1.7095744680851062,49.59340659340659,1013.1551724137933,2.7202531645569623,,-11.691366089728636,-6.446617549995708,,10.759552,0.00035785788,-1.3852749,-0.5774161,2.759552,0.5763931
2020-01-24,8.327956989247314,3.5602150537634403,55.40449438202247,1013.9892857142856,1.9307692307692308,,-12.198515483460048,-4.595976964317374,,8.602997,0.0031518403,-1.1966146,-0.25975227,0.6029968,-1.580162
2020-01-25,8.57741935483871,3.206451612903226,33.766666666666666,1011.9827586206897,1.7714285714285718,,-11.949053117868653,-4.949740405177588,,8.393829,0.0063613565,-0.57407254,0.8096389,0.39382935,-1.7893295
2020-01-26,9.348387096774193,1.5817204301075272,0.8222222222222222,1016.7275862068966,1.888311688311689,,-11.178085375933168,-6.574471587973287,,10.460175,0.0006979827,1.2092539,0.7363904,2.4601746,0.2770157
2020-01-27,9.54945054945055,2.2021978021978024,21.149425287356323,1017.7724137931036,3.7815789473684207,,-10.977021923256812,-5.953994215883012,,8.729767,0.00012894014,1.9473705,2.0577793,0.72976685,-1.453392
2020-01-28,11.319565217391307,7.840217391304349,25.45054945054945,1015.9620689655172,4.203896103896104,,-9.206907255316054,-0.3159746267764651,,12.311005,6.412274e-05,2.8264267,2.2590287,4.3110046,2.1278458
2020-01-29,12.20744680851064,8.160638297872342,6.417582417582418,1017.6896551724138,2.753846153846154,,-8.319025664196722,0.0044462797915283,,12.807739,6.716078e-05,1.9560909,1.7279582,4.8077393,2.6245804
2020-01-30,10.64105263157895,6.162105263157894,18.08695652173913,1018.1862068965517,2.6500000000000004,,-9.885419841128412,-1.99408675492292,,12.536102,9.869459e-05,1.9616982,1.9280692,4.5361023,2.3529434
2020-01-31,13.598947368421056,8.472631578947368,20.0,1017.6241379310344,2.41,,-6.927525104286305,0.316439560866554,,14.797699,5.039044e-05,1.6497763,1.6155711,6.797699,4.61454
2020-02-01,15.545744680851064,9.189473684210528,2.241758241758242,1018.8517241379312,2.963291139240507,,-4.980727791856298,1.0332816661297135,,15.971344,0.0008804396,1.9377403,1.7261658,7.971344,1.9236517
2020-02-02,15.659574468085106,7.12421052631579,0.2087912087912088,1024.1620689655172,1.4063291139240508,,-4.866898004622255,-1.0319814917650243,,14.79129,0.00011327208,0.13527997,0.65098,6.7912903,0.743598
2020-02-03,18.576344086021507,5.050000000000001,0.3370786516853932,1024.1344827586208,1.7025316455696202,,-1.9501283866858543,-3.1061920180808134,,17.175934,5.791114e-05,-0.08094704,0.11948395,9.175934,3.1282415
2020-02-04,16.795744680851065,3.898936170212768,0.0879120879120879,1023.9206896551724,1.9551282051282053,,-3.730727791856296,-4.257255847868048,,18.148224,3.067404e-06,-0.5922985,-1.0748196,10.148224,4.1005316
2020-02-05,14.118085106382978,1.6294736842105264,0.0219780219780219,1021.5172413793103,1.727848101265823,,-6.408387366324384,-6.526718333870288,,13.632843,6.049872e-07,-1.516791,-1.1598215,5.632843,-0.41484928
2020-02-06,13.415957446808513,1.652631578947369,0.0444444444444444,1017.8413793103448,1.759493670886076,,-7.110515025898849,-6.503560439133445,,12.904999,1.4182097e-05,-0.9058552,-0.7430694,4.904999,-1.1426935
2020-02-07,13.44421052631579,2.741052631578948,1.2808988764044944,1017.7655172413794,1.450632911392405,,-7.082261946391572,-5.415139386501867,,13.826233,1.1456509e-06,-0.08813095,0.33268747,5.826233,-0.22145939
2020-02-08,11.920212765957446,3.798936170212767,6.561797752808989,1019.9103448275864,1.8569620253164552,,-8.606259706749915,-4.357255847868047,,11.929779,0.00015070701,0.6542301,0.70534706,3.929779,-2.1179132
2020-02-09,12.135483870967745,3.942553191489362,0.8777777777777778,1024.1068965517245,2.033333333333334,,-8.390988601739618,-4.213638826591453,,10.331207,6.120664e-05,0.31826612,0.81277466,2.3312073,-3.716485
2020-02-10,15.821739130434782,6.0774193548387085,0.4719101123595505,1025.025,2.522077922077922,,-4.704733342272579,-2.078772663242105,,16.935455,8.235996e-06,0.9769828,1.0590891,8.935455,2.887763
2020-02-11,13.884210526315792,5.114736842105263,0.2333333333333333,1021.8689655172416,1.321518987341772,,-6.642261946391569,-3.0414551759755515,,15.824402,3.2679793e-05,-0.04619026,0.42715898,7.824402,1.7767096
2020-02-12,13.189247311827955,6.629787234042554,1.696629213483146,1017.3793103448274,1.1468354430379746,,-7.337225160879406,-1.5264047840382604,,14.326233,6.9271614e-06,-0.07614008,0.19739163,6.326233,0.2785406
2020-02-13,13.358064516129032,5.558510638297872,0.5054945054945055,1018.0103448275864,2.337974683544304,,-7.168407956578328,-2.5976813797829417,,14.809418,8.628125e-05,1.497357,0.9985058,6.8094177,0.7617254
2020-02-14,14.572340425531916,2.891489361702128,0.1538461538461538,1020.1896551724136,1.208860759493671,,-5.954132047175445,-5.264702656378686,,14.437775,3.3497625e-05,0.04543813,-0.0630525,6.4377747,0.39008236
2020-02-15,15.929032258064517,2.2180851063829787,0.1428571428571428,1020.2068965517244,1.5481012658227848,,-4.597440214642845,-5.938106911697835,,15.076111,4.766633e-06,-0.04139288,0.391131,7.076111,1.0284185
2020-02-16,16.980645161290326,3.4617021276595747,0.2197802197802197,1020.255172413793,2.6417721518987345,,-3.545827311417036,-4.69448989042124,,16.812958,1.9897861e-06,0.79601145,1.2400233,8.812958,2.7652655
2020-02-17,12.922580645161297,3.44731182795699,3.0,1022.9655172413792,2.630379746835444,,-7.603891827546066,-4.708880190123824,,14.6736145,3.164054e-05,1.2424506,0.39343962,6.6736145,0.6259222
2020-02-18,12.548387096774194,1.4311827956989247,0.1666666666666666,1026.0655172413794,1.8341772151898728,,-7.978085375933167,-6.725009222381889,,12.980255,1.3345045e-05,-1.071345,-1.6318506,4.980255,-1.0674372
2020-02-19,14.68494623655914,-0.2414893617021277,0.0222222222222222,1024.8689655172411,1.370886075949367,,-5.841526236148221,-8.397681379782941,,14.368683,1.804406e-06,-0.6469269,-1.0658054,6.368683,0.32099056
2020-02-20,16.19148936170213,0.3521276595744681,0.0,1019.8827586206896,1.5164556962025315,,-4.334983111005233,-7.804064358506346,,16.091705,7.1649744e-08,-0.6746076,-0.7897962,8.091705,2.044013
2020-02-21,18.606382978723403,1.4297872340425533,0.0,1022.7896551724136,1.5925000000000005,,-1.9200894939839583,-6.726404784038261,,17.740082,3.9065876e-07,-0.861866,-0.97545177,9.740082,3.6923895
2020-02-22,20.316129032258065,1.8021505376344085,0.0,1025.492857142857,1.4725,,-0.2103434404492965,-6.354041480446406,,19.9122,6.046767e-07,-0.3407724,-0.63472074,11.912201,5.8645086
2020-02-23,20.861702127659576,2.527659574468086,0.0,1026.3620689655174,1.4205128205128206,,0.3352296549522151,-5.628532443612729,,19.498932,5.688519e-07,-0.5018876,-0.72263646,11.498932,5.4512396
2020-02-24,20.106382978723406,2.5372340425531914,0.0,1020.7931034482758,1.712658227848101,,-0.420089493983955,-5.618957975527623,,19.647308,1.072317e-06,0.44820467,0.19834399,11.647308,5.599616
2020-02-25,15.159574468085106,3.719148936170213,0.0109890109890109,1015.9344827586208,3.4696202531645564,,-5.366898004622255,-4.437043081910601,,15.429749,5.1730996e-07,1.3827301,-0.58836323,7.4297485,1.3820562
2020-02-26,13.392553191489364,2.554255319148937,0.0,1016.6344827586206,3.277215189873417,,-7.133919281217999,-5.601936698931878,,13.484985,5.345792e-07,1.6699175,-1.4603535,5.4849854,-0.56270695
2020-02-27,16.200000000000003,2.801075268817205,1.211111111111111,1017.0724137931034,4.230769230769232,,-4.326472472707359,-5.355116749263609,,18.424713,3.563861e-08,2.1165326,0.07707385,10.424713,4.377021
2020-02-28,18.230526315789472,2.837894736842105,0.2417582417582417,1013.0689655172414,1.880769230769231,,-2.295946156917889,-5.318297281238708,,18.042694,1.4205771e-07,0.23882484,0.19143446,10.042694,3.9950018
2020-02-29,13.28842105263158,5.062105263157894,12.89010989010989,1007.448275862069,5.844303797468355,,-7.238051420075781,-3.09408675492292,,11.152832,2.0088431e-05,3.0674686,2.9015462,3.152832,-2.8948603
2020-03-01,14.045744680851064,6.663829787234044,127.52747252747253,1003.3655172413794,5.682278481012658,0.40419894,-6.480727791856298,-1.49236223084677,0.075968206,12.287079,0.0009904708,3.4157746,3.3661938,4.287079,-2.9566927
2020-03-02,11.543617021276598,3.714893617021276,12.833333333333334,1003.3357142857142,7.037179487179487,0.40419894,-8.982855451430764,-4.441298401059537,0.075968206,11.51828,0.0029855175,5.1950135,0.1250788,3.51828,-3.7254915
2020-03-03,13.897872340425533,3.6340425531914895,18.177777777777777,1012.4482758620692,5.902531645569621,0.40419894,-6.628600132281829,-4.522149464889324,0.075968206,15.338837,0.00026001027,3.5952542,1.6292816,7.3388367,0.09506512
2020-03-04,15.045744680851064,9.030851063829788,4.144444444444445,1013.4551724137932,3.956962025316456,0.40419894,-5.480727791856296,0.8746590457489738,0.075968206,17.218597,1.8283294e-05,2.334749,1.0103259,9.218597,1.9748259
2020-03-05,13.240860215053765,5.394623655913979,21.56179775280899,1008.8344827586204,6.0538461538461545,0.40419894,-7.285612257653597,-2.7615683621668348,0.075968206,15.4930725,0.00030209823,3.4453022,1.0211016,7.4930725,0.24930096
2020-03-06,10.559782608695654,2.9358695652173914,0.3409090909090909,1014.3821428571428,6.002564102564103,0.40419894,-9.966689864011707,-5.220322452863423,0.075968206,11.272675,2.8993012e-05,2.8781033,-1.9713284,3.2726746,-3.971097
